name,profile_url,email,source_url
Amber Baylor,https://www.law.columbia.edu/faculty/amber-baylor,,https://www.law.columbia.edu/faculty/amber-baylor
Thomas Becker,https://www.law.columbia.edu/faculty/thomas-becker,,https://www.law.columbia.edu/faculty/thomas-becker
Precious Danielle Benally,https://www.law.columbia.edu/faculty/precious-d-benally,,https://www.law.columbia.edu/faculty/precious-d-benally
Seyla Benhabib,https://www.law.columbia.edu/faculty/seyla-benhabib,,https://www.law.columbia.edu/faculty/seyla-benhabib
Berit Berger,https://www.law.columbia.edu/faculty/berit-berger,,https://www.law.columbia.edu/faculty/berit-berger
Dan Berger,https://www.law.columbia.edu/faculty/dan-berger,,https://www.law.columbia.edu/faculty/dan-berger
Vivian O. Berger,https://www.law.columbia.edu/faculty/vivian-o-berger,,https://www.law.columbia.edu/faculty/vivian-o-berger
Dan M. Berkovitz,https://www.law.columbia.edu/faculty/dan-m-berkovitz,,https://www.law.columbia.edu/faculty/dan-m-berkovitz
Nathaniel Berman,https://www.law.columbia.edu/faculty/nathaniel-berman,,https://www.law.columbia.edu/faculty/nathaniel-berman
Saul Berman,https://www.law.columbia.edu/faculty/saul-berman,,https://www.law.columbia.edu/faculty/saul-berman
George A. Bermann,https://www.law.columbia.edu/faculty/george-bermann,,https://www.law.columbia.edu/faculty/george-bermann
Doris Bernhardt,https://www.law.columbia.edu/faculty/doris-bernhardt,,https://www.law.columbia.edu/faculty/doris-bernhardt
Elizabeth Farber Bernhardt,https://www.law.columbia.edu/faculty/elizabeth-farber-bernhardt,,https://www.law.columbia.edu/faculty/elizabeth-farber-bernhardt
Sophia Bernhardt,https://www.law.columbia.edu/faculty/sophia-bernhardt,,https://www.law.columbia.edu/faculty/sophia-bernhardt
June Besek,https://www.law.columbia.edu/faculty/june-besek,,https://www.law.columbia.edu/faculty/june-besek
Jagdish Bhagwati,https://www.law.columbia.edu/faculty/jagdish-bhagwati,,https://www.law.columbia.edu/faculty/jagdish-bhagwati
Joseph Bianco,https://www.law.columbia.edu/faculty/joseph-bianco,,https://www.law.columbia.edu/faculty/joseph-bianco
Akeel Bilgrami,https://www.law.columbia.edu/faculty/akeel-bilgrami,,https://www.law.columbia.edu/faculty/akeel-bilgrami
Susan Biniaz,https://www.law.columbia.edu/faculty/susan-biniaz,,https://www.law.columbia.edu/faculty/susan-biniaz
Barbara A. Black,https://www.law.columbia.edu/faculty/barbara-black,,https://www.law.columbia.edu/faculty/barbara-black
Vincent Blasi,https://www.law.columbia.edu/faculty/vincent-blasi,,https://www.law.columbia.edu/faculty/vincent-blasi
Bryan L. Bloom,https://www.law.columbia.edu/faculty/bryan-l-bloom,,https://www.law.columbia.edu/faculty/bryan-l-bloom
Philip C. Bobbitt,https://www.law.columbia.edu/faculty/philip-c-bobbitt,,https://www.law.columbia.edu/faculty/philip-c-bobbitt
Lee C. Bollinger,https://www.law.columbia.edu/faculty/lee-bollinger,,https://www.law.columbia.edu/faculty/lee-bollinger
Luna Borges Pereira Santos,https://www.law.columbia.edu/faculty/luna-borges-pereira-santos,,https://www.law.columbia.edu/faculty/luna-borges-pereira-santos
Matthew Bova,https://www.law.columbia.edu/faculty/matthew-bova,,https://www.law.columbia.edu/faculty/matthew-bova
Anu Bradford,https://www.law.columbia.edu/faculty/anu-bradford,,https://www.law.columbia.edu/faculty/anu-bradford
Douglas M. Bregman,https://www.law.columbia.edu/faculty/douglas-m-bregman,,https://www.law.columbia.edu/faculty/douglas-m-bregman
Richard Briffault,https://www.law.columbia.edu/faculty/richard-briffault,,https://www.law.columbia.edu/faculty/richard-briffault
Alex Broche,https://www.law.columbia.edu/faculty/alex-broche,,https://www.law.columbia.edu/faculty/alex-broche
Clava Brodsky,https://www.law.columbia.edu/faculty/clava-brodsky,,https://www.law.columbia.edu/faculty/clava-brodsky
Michael Broyde,https://www.law.columbia.edu/faculty/michael-broyde,,https://www.law.columbia.edu/faculty/michael-broyde
Katherine Buckel,https://www.law.columbia.edu/faculty/katherine-buckel,,https://www.law.columbia.edu/faculty/katherine-buckel
Jessica Bulman-Pozen,https://www.law.columbia.edu/faculty/jessica-bulman-pozen,,https://www.law.columbia.edu/faculty/jessica-bulman-pozen
Michael Burger,https://www.law.columbia.edu/faculty/michael-burger,,https://www.law.columbia.edu/faculty/michael-burger
Ashley Michelle Burrell,https://www.law.columbia.edu/faculty/ashley-m-burrell,,https://www.law.columbia.edu/faculty/ashley-m-burrell
Edgardo Buscaglia,https://www.law.columbia.edu/faculty/edgardo-buscaglia,,https://www.law.columbia.edu/faculty/edgardo-buscaglia
Jonathan Bush,https://www.law.columbia.edu/faculty/jonathan-bush,,https://www.law.columbia.edu/faculty/jonathan-bush
Toby Butterfield,https://www.law.columbia.edu/faculty/toby-butterfield,,https://www.law.columbia.edu/faculty/toby-butterfield
Katherine C. Reilly,https://www.law.columbia.edu/faculty/katherine-c-reilly,,https://www.law.columbia.edu/faculty/katherine-c-reilly
Karen Cacace,https://www.law.columbia.edu/faculty/karen-cacace,,https://www.law.columbia.edu/faculty/karen-cacace
Nicoletta Caferri,https://www.law.columbia.edu/faculty/nicoletta-caferri,,https://www.law.columbia.edu/faculty/nicoletta-caferri
Karessa Cain,https://www.law.columbia.edu/faculty/karessa-cain,,https://www.law.columbia.edu/faculty/karessa-cain
Simon Canick,https://www.law.columbia.edu/faculty/simon-canick,,https://www.law.columbia.edu/faculty/simon-canick
Maria Luisa Canovas,https://www.law.columbia.edu/faculty/maria-luisa-canovas,,https://www.law.columbia.edu/faculty/maria-luisa-canovas
I. Bennett Capers,https://www.law.columbia.edu/faculty/i-bennett-capers,,https://www.law.columbia.edu/faculty/i-bennett-capers
Lea Carpenter,https://www.law.columbia.edu/faculty/lea-carpenter,,https://www.law.columbia.edu/faculty/lea-carpenter
Juan Cartagena,https://www.law.columbia.edu/faculty/juan-cartagena,,https://www.law.columbia.edu/faculty/juan-cartagena
Alexandra Carter,https://www.law.columbia.edu/faculty/alexandra-carter,,https://www.law.columbia.edu/faculty/alexandra-carter
James Cavallaro,https://www.law.columbia.edu/faculty/james-cavallaro,,https://www.law.columbia.edu/faculty/james-cavallaro
Steven Chaikelson,https://www.law.columbia.edu/faculty/steven-chaikelson,,https://www.law.columbia.edu/faculty/steven-chaikelson
Rachel Chambers,https://www.law.columbia.edu/faculty/rachel-chambers,,https://www.law.columbia.edu/faculty/rachel-chambers
Hannah Chanoine,https://www.law.columbia.edu/faculty/hannah-chanoine,,https://www.law.columbia.edu/faculty/hannah-chanoine
Mala Chatterjee,https://www.law.columbia.edu/faculty/mala-chatterjee,,https://www.law.columbia.edu/faculty/mala-chatterjee
Yongxi Chen,https://www.law.columbia.edu/faculty/yongxi-chen,,https://www.law.columbia.edu/faculty/yongxi-chen
Sidney Cherubin,https://www.law.columbia.edu/faculty/sidney-cherubin,,https://www.law.columbia.edu/faculty/sidney-cherubin
Robert Chesney,https://www.law.columbia.edu/faculty/robert-chesney,,https://www.law.columbia.edu/faculty/robert-chesney
Sheila Cheston,https://www.law.columbia.edu/faculty/sheila-cheston,,https://www.law.columbia.edu/faculty/sheila-cheston
Marvin Chirelstein,https://www.law.columbia.edu/faculty/marvin-chirelstein,,https://www.law.columbia.edu/faculty/marvin-chirelstein
Sumi Cho,https://www.law.columbia.edu/faculty/sumi-cho,,https://www.law.columbia.edu/faculty/sumi-cho
Stephanie Chow,https://www.law.columbia.edu/faculty/stephanie-chow,,https://www.law.columbia.edu/faculty/stephanie-chow
Wendy Chow,https://www.law.columbia.edu/faculty/wendy-chow,,https://www.law.columbia.edu/faculty/wendy-chow
Elizabeth M Chu,https://www.law.columbia.edu/faculty/elizabeth-m-chu,,https://www.law.columbia.edu/faculty/elizabeth-m-chu
Clara (Charlie) Cibrario Assereto,https://www.law.columbia.edu/faculty/clara-charlie-cibrario-assereto,,https://www.law.columbia.edu/faculty/clara-charlie-cibrario-assereto
Oreste Cipolla,https://www.law.columbia.edu/faculty/oreste-cipolla,,https://www.law.columbia.edu/faculty/oreste-cipolla
Sarah H. Cleveland,https://www.law.columbia.edu/faculty/sarah-h-cleveland,,https://www.law.columbia.edu/faculty/sarah-h-cleveland
"John C. Coffee, Jr.",https://www.law.columbia.edu/faculty/john-c-coffee-jr,,https://www.law.columbia.edu/faculty/john-c-coffee-jr
Jay Cohen,https://www.law.columbia.edu/faculty/jay-cohen,,https://www.law.columbia.edu/faculty/jay-cohen
Nika Cohen,https://www.law.columbia.edu/faculty/nika-cohen,,https://www.law.columbia.edu/faculty/nika-cohen
Debra L. W. Cohn,https://www.law.columbia.edu/faculty/debra-l-cohn,,https://www.law.columbia.edu/faculty/debra-l-cohn
Avanthi M Cole,https://www.law.columbia.edu/faculty/avanthi-m-cole,,https://www.law.columbia.edu/faculty/avanthi-m-cole
David Cole,https://www.law.columbia.edu/faculty/david-cole,,https://www.law.columbia.edu/faculty/david-cole
Jonathan Cole,https://www.law.columbia.edu/faculty/jonathan-cole,,https://www.law.columbia.edu/faculty/jonathan-cole
Jennifer Conn,https://www.law.columbia.edu/faculty/jennifer-conn,,https://www.law.columbia.edu/faculty/jennifer-conn
Larcy Cooper,https://www.law.columbia.edu/faculty/larcy-cooper,,https://www.law.columbia.edu/faculty/larcy-cooper
Kimberle W. Crenshaw,https://www.law.columbia.edu/faculty/kimberle-w-crenshaw,,https://www.law.columbia.edu/faculty/kimberle-w-crenshaw
